representation_name,representation_family,split_name,target_name,threshold,task_type,tensor_dir,x_train_path,x_test_path,y_train_path,y_test_path,x_train_shape,x_test_shape,y_train_shape,y_test_shape,feature_width,sequence_exported,sequence_train_path,sequence_test_path,sequence_train_shape,sequence_test_shape,train_row_count,test_row_count,train_video_count,test_video_count,train_event_count,test_event_count,train_positive_rate,test_positive_rate,uses_labels_for_fit,uses_future_features,fit_scope,pca_width,pca_cache_reused,pca_rebuilt,supervised_selection,video_83_included,exclude_video_83_variant,checksum_manifest_path,leakage_contract_path,verification_status,notes
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_2,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[8104, 384]","[1881, 384]",[8104],[1881],384,false,,,,,8104,1881,99,25,2033,549,0.2508637607097626,0.2918660342693329,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_3,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[7844, 128]","[2141, 128]",[7844],[2141],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_sequence_test.npy,"[7844, 3, 128]","[2141, 3, 128]",7844,2141,99,25,1253,348,0.1597399264574051,0.16254086792469025,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_3,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8042, 75]","[2191, 75]",[8042],[2191],75,false,,,,,8042,2191,99,25,1321,360,0.16426262259483337,0.16430853307247162,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_3,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8042, 512]","[2191, 512]",[8042],[2191],512,false,,,,,8042,2191,99,25,1321,360,0.16426262259483337,0.16430853307247162,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_3,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8042, 384]","[2191, 384]",[8042],[2191],384,false,,,,,8042,2191,99,25,1321,360,0.16426262259483337,0.16430853307247162,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_3,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[7844, 128]","[2141, 128]",[7844],[2141],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_sequence_test.npy,"[7844, 3, 128]","[2141, 3, 128]",7844,2141,99,25,730,207,0.09306476265192032,0.0966837927699089,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_3,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8042, 75]","[2191, 75]",[8042],[2191],75,false,,,,,8042,2191,99,25,778,214,0.09674210101366043,0.09767229855060577,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_3,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8042, 512]","[2191, 512]",[8042],[2191],512,false,,,,,8042,2191,99,25,778,214,0.09674210101366043,0.09767229855060577,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_3,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8042, 384]","[2191, 384]",[8042],[2191],384,false,,,,,8042,2191,99,25,778,214,0.09674210101366043,0.09767229855060577,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_3,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7646, 128]","[2091, 128]",[7646],[2091],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_sequence_test.npy,"[7646, 3, 128]","[2091, 3, 128]",7646,2091,99,25,1928,528,0.252157986164093,0.25251075625419617,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_3/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_3,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7844, 75]","[2141, 75]",[7844],[2141],75,false,,,,,7844,2141,99,25,2037,545,0.25968894362449646,0.2545539438724518,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_3/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_3,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7844, 512]","[2141, 512]",[7844],[2141],512,false,,,,,7844,2141,99,25,2037,545,0.25968894362449646,0.2545539438724518,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_3/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_3,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7844, 384]","[2141, 384]",[7844],[2141],384,false,,,,,7844,2141,99,25,2037,545,0.25968894362449646,0.2545539438724518,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_3/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_4,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_4/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_4/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_4/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_4/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_4/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8005, 128]","[1980, 128]",[8005],[1980],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_4/arousal__future_spike_1_3s__thr_0.05/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_4/arousal__future_spike_1_3s__thr_0.05/X_sequence_test.npy,"[8005, 3, 128]","[1980, 3, 128]",8005,1980,100,24,1289,312,0.16102436184883118,0.15757575631141663,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_4/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_4/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_4,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_4/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_4/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_4/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_4/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_4/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8205, 75]","[2028, 75]",[8205],[2028],75,false,,,,,8205,2028,100,24,1356,325,0.16526508331298828,0.16025641560554504,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_4/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_4/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_4,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_4/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_4/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_4/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_4/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_4/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8205, 512]","[2028, 512]",[8205],[2028],512,false,,,,,8205,2028,100,24,1356,325,0.16526508331298828,0.16025641560554504,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_4/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_4/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
